VehicleID,Count,Volume,TravelDistance,WorkTime,TravelTime,ServiceTime,WaitingTime,TotalCost,FixedCost,VariableCost
VEH_2,19,305.90004150799996,5321.6227789655095,5009.498650290416,3869.4986502904158,1140,0,4337.298223172407,80,4257.298223172407
VEH_3,17,265.522614173,6584.8125846391395,5680.762743694631,4660.762743694631,1020,0,5347.8500677113125,80,5267.8500677113125
VEH_22,15,465.78556578900003,4558.067964531956,4124.191752610641,3224.1917526106404,900,0,5619.681557438345,150,5469.681557438345
VEH_4,17,363.78406537999996,6401.469597563511,5661.016199314968,4641.016199314968,1020,0,5201.175678050809,80,5121.175678050809
VEH_5,16,290.13513122,6541.292271304538,5626.511211590472,4666.511211590473,960,0,5313.033817043631,80,5233.033817043631
VEH_23,9,301.26338289899996,2523.2519836286256,2319.2626876242,1779.2626876242002,540,0,3177.9023803543505,150,3027.9023803543505
VEH_6,16,257.38630389799994,5626.920787891269,4995.567907266949,4035.567907266949,960,0,4581.536630313016,80,4501.536630313016
VEH_12,16,453.76990433,5735.837692743633,4992.03906791809,4032.0390679180896,960,0,5845.837692743633,110,5735.837692743633
VEH_52,23,363.8024805610001,3818.1363674500326,4810.343447810051,3430.3434478100507,1380,0,3134.509093960026,80,3054.509093960026
VEH_53,22,390.67113388000007,4978.925481133295,5357.109573618161,4037.1095736181614,1320,0,4063.1403849066364,80,3983.1403849066364
VEH_54,23,408.6344423600001,4223.612900129441,5027.823077378678,3647.8230773786777,1380,0,3458.8903201035537,80,3378.8903201035537
VEH_55,20,414.025283413,4542.939612237766,4868.011931454318,3668.0119314543185,1200,0,3714.3516897902127,80,3634.3516897902127
VEH_96,2,50.10386215,76.25843042538972,191.95663690714056,71.95663690714056,120,0,387.2651747657015,250,137.2651747657015
VEH_56,13,227.16793546000002,4134.330272769351,3937.271442107843,3157.271442107843,780,0,3387.4642182154817,80,3307.4642182154817
VEH_72,19,686.5972657500001,3938.619110717885,4453.890589618815,3313.8905896188157,1140,0,4876.342932861461,150,4726.342932861461
VEH_73,14,446.20914366000005,1993.6071162886435,2669.1991058201493,1829.1991058201493,840,0,2542.328539546372,150,2392.3285395463718
VEH_62,19,562.58285516,3565.610218887134,4225.831165239026,3085.8311652390253,1140,0,3675.610218887134,110,3565.610218887134
VEH_107,5,151.28279702,1784.0461232035768,1600.1805353085629,1300.1805353085629,300,0,1894.0461232035768,110,1784.0461232035768
VEH_127,14,226.04010447500002,5313.501736186721,4598.922823619663,3758.922823619663,840,0,4330.801388949377,80,4250.801388949377
VEH_128,8,130.137875719,2724.4200107127754,2323.8347924180766,1843.8347924180769,480,0,2259.5360085702205,80,2179.5360085702205
VEH_157,19,437.89212711199997,5314.717673767968,5009.660209265271,3869.660209265271,1140,0,5424.717673767968,110,5314.717673767968
VEH_162,16,558.627843937,4298.0823966167245,4088.8134985018582,3128.8134985018582,960,0,5307.69887594007,150,5157.69887594007
VEH_158,11,309.54707935400006,3547.6827909982167,3311.3922651527555,2651.3922651527555,660,0,3657.6827909982167,110,3547.6827909982167
VEH_175,4,107.27191051,246.55008971715677,460.7736666549265,220.7736666549265,240,0,693.7901614908822,250,443.7901614908822
VEH_159,11,260.69980000000004,2528.189554616683,2474.3755201181634,1814.3755201181639,660,0,2638.189554616683,110,2528.189554616683
VEH_160,9,239.76879394000002,1501.859113253669,1737.8708466382136,1197.8708466382136,540,0,1611.859113253669,110,1501.859113253669
VEH_152,14,271.34918241,6017.883257900382,5149.767129912661,4309.76712991266,840,0,4894.306606320306,80,4814.306606320306
VEH_161,6,182.71589325000002,720.2019330167207,987.7443994270235,627.7443994270237,360,0,830.2019330167207,110,720.2019330167207
VEH_153,13,232.9689883,5376.614389962978,4578.014343939294,3798.0143439392937,780,0,4381.291511970382,80,4301.291511970382
VEH_177,23,390.201190752,3964.05153852906,5049.359980900503,3669.3599809005023,1380,0,3251.241230823248,80,3171.241230823248
VEH_178,22,386.594513367,4693.732553254094,5412.191096644972,4092.191096644972,1320,0,3834.9860426032747,80,3754.9860426032747
VEH_192,11,484.15390628,1722.0878512359518,2253.5476452944213,1593.5476452944213,660,0,2783.131776853928,200,2583.131776853928
VEH_179,26,439.26621513099997,4857.562476394944,5796.974757768792,4236.974757768793,1560,0,3966.049981115955,80,3886.049981115955
VEH_180,22,436.5388327170001,4885.91701762211,5475.680518295993,4155.680518295994,1320,0,3988.733614097688,80,3908.733614097688
VEH_187,21,688.0330751209999,2635.160908227854,3804.174164446351,2544.1741644463514,1260,0,3312.193089873424,150,3162.193089873424
VEH_182,21,617.7984954199999,2948.91824194399,4032.641575190083,2772.641575190084,1260,0,3058.91824194399,110,2948.91824194399
VEH_188,10,334.083306325,1114.2366970366807,1758.7985788771769,1158.798578877177,600,0,1487.0840364440169,150,1337.0840364440169
VEH_183,15,456.56927885000005,2155.6543132250395,2986.79027413841,2086.79027413841,900,0,2265.65431322504,110,2155.6543132250395
VEH_184,7,212.40010352000002,1779.053377606919,1920.2953343556205,1500.2953343556205,420,0,1889.053377606919,110,1779.053377606919
VEH_202,12,213.06084020400002,5649.606505306177,4653.416509088928,3933.4165090889287,720,0,4599.685204244941,80,4519.685204244941
VEH_227,15,254.94586507999998,4522.576705996225,4184.464925511068,3284.4649255110685,900,0,3698.06136479698,80,3618.06136479698
VEH_252,17,303.574780894,5341.132875719663,5212.061776753667,4192.061776753666,1020,0,4352.906300575732,80,4272.906300575732
VEH_267,17,481.57892771,5928.769005214095,5583.5355503602095,4563.5355503602095,1020,0,6038.769005214095,110,5928.769005214095
VEH_253,16,250.25064196600002,5985.077082908835,5510.927896933508,4550.927896933508,960,0,4868.061666327069,80,4788.061666327069
VEH_254,16,305.6696453,5306.465281892977,5249.3940733170675,4289.3940733170675,960,0,4325.172225514381,80,4245.172225514381
VEH_255,20,367.22750611,5828.291456098433,5736.008424075084,4536.008424075084,1200,0,4742.633164878745,80,4662.633164878745
VEH_282,19,586.72093581,4832.612486751181,5005.345641372308,3865.3456413723075,1140,0,5949.134984101417,150,5799.134984101417
VEH_283,16,556.31643093,4631.690275787928,4633.132012441736,3673.1320124417366,960,0,5708.0283309455135,150,5558.0283309455135
VEH_256,15,227.64040892399998,5253.906397185015,5107.188492622006,4207.188492622006,900,0,4283.125117748013,80,4203.125117748013
VEH_257,16,267.394857836,5505.190614766329,5128.29182199939,4168.291821999388,960,0,4484.152491813063,80,4404.152491813063
VEH_258,13,246.10049383,4072.4030677928713,4025.92515274016,3245.92515274016,780,0,3337.9224542342977,80,3257.9224542342977
VEH_337,27,833.1448140499999,2965.535663770145,4363.827790190561,2743.8277901905612,1620,0,3708.6427965241737,150,3558.6427965241737
VEH_338,14,406.991791445,1350.4522873736064,2135.190908265713,1295.1909082657128,840,0,1770.5427448483274,150,1620.5427448483274
VEH_349,6,155.75823297,528.3275267926534,802.1378490387027,442.1378490387027,360,0,1200.9895482267762,250,950.9895482267762
VEH_332,18,500.37354364099997,2734.3687353682612,3448.8655201594256,2368.8655201594256,1080,0,2844.3687353682612,110,2734.3687353682612
VEH_327,21,385.610024663,2869.0379795880626,3805.9444588711026,2545.944458871103,1260,0,2375.2303836704496,80,2295.2303836704496
VEH_352,20,357.356255437,5865.734333111122,5506.485436222442,4306.485436222442,1200,0,4772.587466488897,80,4692.587466488898
VEH_353,20,305.033379254,6482.803837749948,5955.922738935195,4755.922738935194,1200,0,5266.2430701999565,80,5186.2430701999565
VEH_354,18,333.426695683,5842.139807460361,5190.033282002502,4110.033282002502,1080,0,4753.711845968291,80,4673.711845968291
VEH_372,19,666.87932899,4155.137872793574,4220.540018207089,3080.5400182070894,1140,0,5136.165447352289,150,4986.165447352289
VEH_355,20,371.7590573779999,4894.584663374097,5042.220693639068,3842.2206936390685,1200,0,3995.667730699276,80,3915.667730699276
VEH_373,14,433.64494236999997,3384.4997041449387,3308.2771961845897,2468.2771961845892,840,0,4211.399644973926,150,4061.3996449739266
VEH_362,17,480.72874524100007,5286.58472911264,4868.764483101615,3848.764483101615,1020,0,5396.58472911264,110,5286.58472911264
VEH_356,18,361.28749444900006,4780.540251560731,4585.425014030479,3505.4250140304794,1080,0,3904.4322012485854,80,3824.4322012485854
VEH_357,15,233.87420695,3260.7013908839385,3455.8979362384625,2555.8979362384625,900,0,2688.5611127071516,80,2608.5611127071516
VEH_402,19,347.00457529599987,4570.259106735849,5414.824722334298,4274.824722334299,1140,0,3736.20728538868,80,3656.20728538868
VEH_447,25,640.722734278,3135.2691155728357,4504.696130027424,3004.6961300274247,1500,0,4902.903673359252,200,4702.903673359252
VEH_464,6,161.30006600000002,1060.1900057740297,1289.4791645248356,929.4791645248354,360,0,2158.3420103932535,250,1908.3420103932535
VEH_465,11,263.20431619,1824.224243708531,2259.7012439061527,1599.7012439061525,660,0,3533.6036386753567,250,3283.6036386753567
VEH_432,23,669.38422053,4484.289398922258,5566.536571017711,4186.536571017714,1380,0,5531.147278706709,150,5381.147278706709
VEH_527,24,426.7736221639999,6030.832585451441,5923.585110557746,4483.585110557746,1440,0,4904.666068361153,80,4824.666068361153
VEH_528,23,378.54972209500005,5232.337513155271,5374.1440622611835,3994.1440622611835,1380,0,4265.870010524218,80,4185.870010524218
VEH_549,2,50.51361843,215.7961623726285,277.17386690530424,157.17386690530424,120,0,638.4330922707313,250,388.43309227073127
VEH_532,16,478.64976169999994,4509.160354456688,4299.32285882085,3339.322858820851,960,0,4619.16035445669,110,4509.160354456688
VEH_529,20,340.876703533,5274.91574407646,5180.9172404020155,3980.9172404020164,1200,0,4299.932595261168,80,4219.932595261168
VEH_582,22,698.9504471700001,1754.5341695723264,3065.2367516410322,1745.236751641032,1320,0,2255.4410034867915,150,2105.4410034867915
VEH_552,25,426.044557774,2419.995080164524,3901.40778400831,2401.4077840083105,1500,0,2015.9960641316195,80,1935.9960641316195
VEH_553,24,388.624345829,3080.6588950890796,4420.630216719432,2980.6302167194303,1440,0,2544.527116071264,80,2464.527116071264
VEH_554,20,410.914801608,2978.267315110133,3864.684408606968,2664.684408606968,1200,0,2462.6138520881073,80,2382.6138520881073
VEH_555,20,363.504715374,2677.5111323822093,3657.452519246795,2457.452519246795,1200,0,2222.0089059057673,80,2142.0089059057677
VEH_556,16,274.790288769,2648.0929707884966,3272.248274151107,2312.248274151107,960,0,2198.474376630798,80,2118.4743766307975
VEH_557,9,165.55552678700002,1114.2740363268226,1599.7578945679234,1059.7578945679234,540,0,971.4192290614584,80,891.4192290614583
VEH_558,3,64.72925742,178.90478707076633,392.57547240782935,212.57547240782935,180,0,223.12382965661305,80,143.12382965661305
VEH_559,1,20.60986868,36.871541842255866,108.76039443964507,48.76039443964507,60,0,109.4972334738047,80,29.497233473804695
VEH_567,22,638.9463909400001,2619.6253287425216,3715.426537340273,2395.4265373402736,1320,0,2729.6253287425216,110,2619.6253287425216
VEH_627,13,260.01490269,5020.4137870599425,4848.729022051426,4068.7290220514255,780,0,4096.331029647955,80,4016.3310296479544
VEH_628,12,218.78364235000004,4322.3325139619465,4222.752786646427,3502.7527866464266,720,0,3537.8660111695576,80,3457.866011169557
VEH_632,15,414.17516006,3276.3358924912645,3831.040902272376,2931.040902272375,900,0,3386.3358924912645,110,3276.3358924912645
VEH_652,21,344.28667036700006,5809.413433418891,5608.541192672155,4348.541192672155,1260,0,4727.530746735114,80,4647.530746735114
VEH_653,21,342.6316455819999,6068.428366841885,5759.611759008421,4499.611759008422,1260,0,4934.7426934735095,80,4854.7426934735095
VEH_654,16,298.4148602,5668.73407894457,5185.554191838816,4225.554191838816,960,0,4614.987263155656,80,4534.987263155656
VEH_655,17,283.48816709799996,5070.655789534569,4808.574357768923,3788.5743577689223,1020,0,4136.524631627653,80,4056.524631627654
VEH_657,11,331.38763264000005,3398.751482509288,3220.429544091034,2560.429544091034,660,0,3508.751482509288,110,3398.751482509288
VEH_656,28,492.4485503980001,7237.125358520869,7337.612441720592,5657.612441720592,1680,0,5869.700286816698,80,5789.700286816698
VEH_677,15,260.21562819999997,5499.538259043601,5200.945765176917,4300.945765176918,900,0,4479.630607234881,80,4399.630607234881
VEH_682,9,273.64779379,2940.648360140857,2835.476950634219,2295.4769506342195,540,0,3050.648360140857,110,2940.648360140857
VEH_678,26,456.41366405700006,12373.871816639912,11166.29093918183,9606.29093918183,1560,0,9979.097453311926,80,9899.097453311926
VEH_687,13,449.01451746000004,3762.5663716143445,3735.8323146415128,2955.8323146415128,780,0,4665.079645937214,150,4515.079645937214
VEH_683,7,205.49059109,3217.433815799123,2881.2471363750446,2461.2471363750446,420,0,3327.433815799123,110,3217.433815799123
VEH_679,16,275.45100193,5350.276225165912,5255.960546722993,4295.960546722992,960,0,4360.22098013273,80,4280.22098013273
VEH_688,11,336.78613755099997,3981.3448352074074,3683.886559212921,3023.8865592129214,660,0,4927.6138022488885,150,4777.6138022488885
VEH_680,14,232.70632464199997,5938.09000772511,5416.103940707036,4576.103940707036,840,0,4830.472006180089,80,4750.472006180089
VEH_727,17,256.26239243,6778.438832678446,5745.965908225579,4725.96590822558,1020,0,5502.751066142757,80,5422.751066142757
VEH_728,15,241.53091956,5910.726565492967,5116.305096059429,4216.30509605943,900,0,4808.581252394374,80,4728.581252394374
VEH_729,15,252.65648430599998,6376.268530203981,5484.320061808355,4584.320061808356,900,0,5181.014824163186,80,5101.014824163186
VEH_730,15,246.49391077,6023.826926949165,5186.812007771523,4286.812007771523,900,0,4899.061541559332,80,4819.061541559332
